wavelength_nm,x_bar,y_bar,z_bar,x_chromaticity,y_chromaticity
536,0.29215704798080305,0.9307284268924619,0.00905540526649204,0.23715184120496063,0.7554976394539938
537,0.30603690389009575,0.9383286345197768,0.00824158254903679,0.24431994579099559,0.7491005111015635
538,0.3201714171069879,0.945582771782846,0.007497884158577621,0.251459568677894,0.742651664818372
539,0.3345275530472834,0.9524346425565762,0.006819040076623481,0.2585657789907069,0.7361635926460391
540,0.3490676666682981,0.9588257852814723,0.006200049329071909,0.26563381245595863,0.729648068686412
541,0.3637556450081149,0.9647055103621112,0.005636121968733463,0.2726605107340265,0.7231148183484407
542,0.37857818342811517,0.9700639837733531,0.005122553441667537,0.27964843347983187,0.7165676346717788
543,0.3935272642941201,0.9749000433945985,0.004654953868890624,0.28660137510458195,0.7100084755946688
544,0.4085935663874887,0.9792101652610261,0.004229290017874351,0.2935228978249132,0.703438891190112
545,0.4237661969396615,0.9829884760092625,0.0038418627705727212,0.30041630346377746,0.6968601234426497
546,0.43903843472786597,0.9862406955622252,0.0034892864633154132,0.3072845323145468,0.6902733039153133
547,0.4544267816006154,0.9890250847939072,0.0031684703374154207,0.31412995522184595,0.6836797877653338
548,0.4699560982342181,0.9914110514401299,0.0028765884472785517,0.32095482876169995,0.677080615493661
549,0.4856525404476927,0.9934627909428374,0.0026110529158111977,0.3277612827789708,0.6704765478060373
550,0.5015399843260218,0.9952332032721811,0.0023694833102094674,0.3345512032034358,0.6638682378836666
551,0.5176461642713749,0.996767791383049,0.002149773037012359,0.3413283296166029,0.6572541414023584
552,0.5340092276275439,0.9980922684007532,0.0019502046836812473,0.34810380079087394,0.6506249221832109
553,0.5506110406275389,0.9991275534077371,0.0017690292460352086,0.3548877442593815,0.6439720555769262
554,0.5674245717981327,0.9997904426253161,0.0016046272571750685,0.36168884983507077,0.6372883256065524
555,0.5844156762899365,0.9999978919139378,0.0014555090742333697,0.3685144534711486,0.6305677475156243
556,0.601546147972641,0.9996902139917264,0.0013202972196282715,0.37536653978832907,0.6238095909200226
557,0.6187875011026471,0.998899324236925,0.0011976944248953797,0.38223078517834913,0.6170293878542092
558,0.63611735042157,0.9976805048193598,0.0010865172041508646,0.3890901161836989,0.6102453003005105
559,0.6535170746989092,0.9960892585865181,0.0009856943725105437,0.3959288932385062,0.6034739305023129
560,0.6709719779321541,0.9941809941497771,0.0008942561939620249,0.40273286767897243,0.5967303791133244
561,0.688474970257181,0.9919965625914542,0.0008113282910156051,0.4094938372181472,0.5900235977657164
562,0.7060350406608681,0.9895195795214665,0.0007361295505428984,0.4162228914895932,0.5833431442559541
563,0.7236611449479942,0.986720199112053,0.0006679510695075475,0.4229341299563208,0.5766754949262535
564,0.741357698069376,0.9835695384145329,0.0006061468747351562,0.42963973065903194,0.5700089884671344
565,0.7591243949700681,0.9800397305478378,0.0005501281054466712,0.4363500462153586,0.5633337362769092
566,0.7769482784932954,0.9761102627534991,0.0004993581127501937,0.44306964644683916,0.5566455850188955
567,0.7947825641032775,0.9717862810646061,0.0004533463870873625,0.4497864078344555,0.5499570326332115
568,0.8125723642641186,0.9670792172098657,0.0004116469420841706,0.456485113164862,0.5432836327226364
569,0.8302629754107591,0.9620004044150267,0.00037385497618766273,0.46315169588813965,0.5366397538436134
570,0.847799915220345,0.9565609218850011,0.0003396031605694176,0.46977320795434896,0.530038615020261
571,0.8651312781962641,0.9507651918161053,0.0003085583445238899,0.47634009634856134,0.5234900118497388
572,0.8822124803326639,0.9445923322431434,0.00028041856391844975,0.48285239533261654,0.5169941260232901
