wavelength_nm,x_bar,y_bar,z_bar
601,1.1304322110922176,0.6451437260131019,0.00002041629681950992
602,1.125193405466035,0.6318221673718175,0.000018770293305334472
603,1.1188580754282302,0.6184109838569651,0.000017264959550694475
604,1.1114003161473025,0.6049135325636094,0.000015887741271042434
605,1.1028016142110462,0.5913340633849888,0.000014627242941101675
606,1.0930611146730986,0.5776808753783568,0.000013473121883195234
607,1.0822232795764588,0.5639760439585075,0.000012415978734106048
608,1.0703451188732844,0.5502443697614327,0.000011447275177320618
609,1.057486370946536,0.5365098577561178,0.00001055925392747797
610,1.0437076242851877,0.5227956063924989,0.000009744859257904853
611,1.029067174026816,0.5091220239768368,0.000008997676396060053
612,1.0136091533427602,0.4955019250250462,0.000008311868331542794
613,0.9973757426828325,0.48194620414812417,0.000007682123720187
614,0.9804105002384609,0.4684655616739305,0.00000710360763443307
615,0.9627588872581486,0.455070524502307,0.000006571916255488036
616,0.9444730975896248,0.44177375652039447,0.00000443100048263586
617,0.9256322788262027,0.42859692428522217,0.00000410328362990477
618,0.9063179590263237,0.41556238488598557,0.0000038016356744013634
619,0.8866085066927015,0.40269059229450777,0.0000035238455712950168
620,0.866578682379851,0.3900001558798426,0.0000032678967666270657
621,0.8462809893368269,0.37750163755971855,0.0000030319498038853253
622,0.8256941388375556,0.36518004582146163,0.0000028143265405898094
623,0.8047862917283775,0.3530163619983408,0.0000026134958132507527
624,0.7835343627056844,0.34099403767183706,0.0000024280604229468387
625,0.7619239418486923,0.3290992084129375,0.0000022567452890135777
626,0.7399701364167236,0.3173276793805226,0.0000020983866716169078
627,0.7177737840551096,0.30570399872438797,0.0000019519223664118324
628,0.6954486102960018,0.29425720800140914,0.000001816382747580136
629,0.6730987225978396,0.28301328982041524,0.0000016908826193168574
630,0.6508187813527185,0.27199528016526364,0.0000015746137655610359
631,0.6286877477063666,0.26122125220335873,0.0000014668381506064612
632,0.6067523403590064,0.2506990902099396,0.0000013668817063050878
633,0.5850502268922729,0.24043375241635245,0.0000012741286522986443
